Sample_ID	Well	Plate_ID	Group	Control	Flag	OD_Baseline	OD_Min	OD_Max	OD_Emp_AUC	Fold_Change	OD_Offset	auc_lin	auc_log	k_lin	k_log	death_lin	death_log	gr	dr	td	lagC	lagP	t_k	t_gr	t_dr	diauxie	MSE	K_Error > 20%
145	E2	plate_2	1	0	0	0.07	0.07	0.486	14.16275		0.07	10.88994267969477	57.12895257280299	0.4144243190576505	1.9342191592700715	0.0011460385260907424	0.0023691623659374272	0.15699427265990196	-0.012829825314822485	4.4151112573483235	10.35384953705658	0.4166666666666667	46.75	13.916666666666666	47.166666666666664	1.0	8.967509977620523e-07	FALSE
146	E3	plate_2	1	0	0	0.07200000000000001	0.071	0.483	14.041		0.07200000000000001	10.695909203120072	55.597060562563094	0.4091911186279471	1.8984005222743434	5.4236799079343534e-05	0.0001128550997293587	0.15476598222966362	-0.0022798386387898467	4.4786791682125315	10.545769827089865	0.4166666666666667	47.083333333333336	14.083333333333334	47.166666666666664	1.0	9.298716766376489e-07	FALSE
147	E4	plate_2	1	0	0	0.071	0.071	0.48100000000000004	14.116666666666667		0.071	10.792390930255165	56.3393145769092	0.4085104953624259	1.9100432488768604	0.00032539532999736887	0.0006788582929289078	0.15484139617465348	-0.005159850834895234	4.476497872559282	10.549243302421647	0.4166666666666667	46.833333333333336	14.25	47.166666666666664	1.0	7.798410319059014e-07	FALSE
148	E5	plate_2	1	0	0	0.07200000000000001	0.07200000000000001	0.483	14.029666666666666		0.07200000000000001	10.657269057784642	55.215437870113135	0.40895848912594135	1.899130400740205	0.0	0.0	0.13757444511584055	0.011653900516344351	5.038342549565081	10.451940681467647	0.4166666666666667	47.166666666666664	14.166666666666666	47.166666666666664	1.0	5.874934405215022e-07	FALSE
149	E6	plate_2	1	0	0	0.071	0.071	0.484	14.043499999999998		0.071	10.718256119298252	55.78101414759558	0.41057434286942746	1.914381850689324	0.0	0.0	0.13724593413495298	0.000178909830047012	5.050402293727539	10.394847554518654	0.4166666666666667	47.166666666666664	14.25	47.166666666666664	1.0	6.444192428916522e-07	FALSE
150	E7	plate_2	1	0	0	0.071	0.07	0.071	3.3162499999999975		0.071	-0.008923649119111799	-0.1260273912708689	0.0	-2.460492221020155e-06	0.0	0.0	-7.51501016442156e-05	-0.00012469271243419893	-9223.502901453463	-21.958614077043272	inf	0.4166666666666667	47.166666666666664	20.333333333333332	0.0	1.4093762364968078e-07	FALSE
151	E8	plate_2	1	0	0	0.071	0.07	0.071	3.318916666666664		0.071	-0.00584740093642205	-0.08794610953544833	0.0	-0.00011692413732373574	0.0	0.0	-4.605253425621756e-05	-9.341031279369951e-05	-15051.227728392892	-2.1222628235806544	0.4166666666666667	0.4166666666666667	0.4166666666666667	27.5	0.0	1.0855008660063348e-07	FALSE
152	E9	plate_2	1	0	0	0.07	0.07	0.071	3.2954166666666653		0.07	-0.025340719105721183	0.241846272457069	6.866240726960404e-07	0.012843935577268824	0.0008299059809012688	0.011773535195810855	3.443905054820715e-05	-0.0005713697914740109	20126.779615764688	-372.24900181767987	0.4166666666666667	1.0	0.4166666666666667	15.583333333333334	0.0	1.326166090833865e-07	TRUE
153	E10	plate_2	1	0	0	0.071	0.071	0.07200000000000001	3.3289999999999975		0.071	-0.003611756006388719	0.05248924518201016	1.8653815927763273e-05	0.00246777466270114	0.00017338814410104708	0.0024390394872994253	7.279410360468978e-05	-0.00012940442328006671	9522.023711207416	-29.883288422169986	0.4166666666666667	7.083333333333333	0.4166666666666667	21.666666666666668	0.0	6.938654327057668e-08	TRUE
154	E11	plate_2	1	0	0	0.07	0.07	0.071	3.2818333333333323		0.07	-0.003765312495800418	0.048037451666780154	0.0003468061199657091	0.007105571335130977	0.0004898757760527089	0.0069729296987384925	0.0015678102677724173	-0.0023203378523632264	442.11164756867265	0.051374212835613164	0.4166666666666667	5.25	3.3333333333333335	7.5	0.0	4.970812860565864e-08	TRUE
155	E12	plate_2	1	0	0	0.07200000000000001	0.07200000000000001	0.511	13.630416666666664		0.07200000000000001	10.25856568238906	50.69112790010364	0.4382555988591622	1.958228537954838	0.0011265403486807601	0.002210274804760104	0.30911844120591625	-0.013547850226173861	2.242335261060054	16.825623616302526	0.4166666666666667	45.166666666666664	19.166666666666668	47.166666666666664	1.0	2.5131874643055974e-06	FALSE
156	F1	plate_2	1	0	0	0.071	0.07	0.529	13.311583333333331		0.071	9.986275015138519	49.38201331337464	0.45741068498459986	2.007183496052562	0.0010348316376933564	0.0019603257398372875	0.27707255490957644	-0.009213495153608194	2.501681123870808	18.839618525898075	0.4166666666666667	46.666666666666664	24.083333333333332	47.166666666666664	1.0	4.430670789931325e-06	FALSE
157	F2	plate_2	1	0	0	0.071	0.071	0.518	13.439666666666666		0.071	10.115901963506817	50.21849886561082	0.44634509732408323	1.985956052803747	0.001361127836903897	0.002634649174222403	0.270428135510022	-0.010351482730663617	2.5631474301025805	18.166655016235858	0.4166666666666667	46.5	23.583333333333332	47.166666666666664	1.0	3.986900605815435e-06	FALSE
158	F3	plate_2	1	0	0	0.07200000000000001	0.07200000000000001	0.524	13.566416666666665		0.07200000000000001	10.19432095971736	50.055581855461526	0.451620407709118	1.9841008082827472	0.0007721999840677451	0.0014758210155605411	0.3992533688659526	-0.013928630014616248	1.736108533107121	17.857322361413182	0.4166666666666667	46.25	19.833333333333332	47.166666666666664	1.0	9.091445246342428e-07	FALSE
159	F4	plate_2	1	0	0	0.07200000000000001	0.07200000000000001	0.539	13.609		0.07200000000000001	10.236405977373595	50.28264860087094	0.46618579028447654	2.0115584497554124	0.00023956378111011922	0.0004452219864674589	0.38348334385280697	-0.01028361413384402	1.8075027029752746	17.82260028699078	0.4166666666666667	47.083333333333336	19.833333333333332	47.166666666666664	1.0	7.423045336207441e-07	FALSE
160	F5	plate_2	1	0	0	0.073	0.073	0.494	8.901666666666666		0.073	5.482345780999967	32.37646383635162	0.4198373812800507	1.9097394003152495	0.01038434870005539	0.02129526859706843	0.151840442232346	-0.01384470819421278	4.564970770430796	26.990160562898858	0.4166666666666667	44.833333333333336	36.333333333333336	46.083333333333336	1.0	2.7447819618150595e-07	FALSE
161	F6	plate_2	1	0	0	0.07200000000000001	0.07200000000000001	0.469	7.538416666666666		0.07200000000000001	4.167510603041262	28.243559471871183	0.3961235436188676	1.8720140063438038	0.0010514531223385082	0.0022487453738477825	0.12123010999150739	-0.02156226041932806	5.717615702967709	28.843003220590102	0.4166666666666667	46.916666666666664	41.083333333333336	47.166666666666664	1.0	4.3610563547051325e-07	FALSE
162	F7	plate_2	1	0	0	0.071	0.071	0.48100000000000004	8.54625		0.071	5.218064105481123	32.57301602008849	0.40882409626724064	1.9108714205068225	0.005237267403174539	0.010973525521961847	0.11735735964960192	-0.033235700210546816	5.906294949285666	25.000412198247293	0.4166666666666667	46.416666666666664	38.416666666666664	47.166666666666664	1.0	5.684857836248337e-07	FALSE
163	F8	plate_2	1	0	0	0.071	0.071	0.467	9.171750000000001		0.071	5.825159404536199	34.896096787099744	0.39487563462935993	1.8822166369447118	0.0	0.0	0.13659168110422154	0.01308452447385021	5.074592939749116	24.514342273191442	0.4166666666666667	47.166666666666664	35.25	47.166666666666664	1.0	1.0150871846382814e-06	FALSE
